id,company,x,y
753,Embracer Group,525.299,527.594
754,Embracer Group,542.746,617.020
755,Embracer Group,545.710,642.359
756,Embracer Group,494.518,602.742
757,Embracer Group,363.547,503.656
758,Embracer Group,432.678,554.173
759,Embracer Group,391.655,535.295
760,Embracer Group,440.737,567.040
761,Embracer Group,379.818,430.399
762,Embracer Group,526.737,580.737
763,Embracer Group,449.514,430.320
764,Embracer Group,570.826,569.343
765,Embracer Group,539.669,587.702
766,Embracer Group,586.790,478.417
767,Embracer Group,502.327,583.370
768,Embracer Group,397.370,624.271
769,Embracer Group,445.589,425.188
770,Embracer Group,422.729,503.374
771,Embracer Group,585.081,627.193
772,Embracer Group,436.447,507.906
773,Embracer Group,586.366,496.885
774,Embracer Group,485.396,634.564
775,Embracer Group,483.606,631.689
776,Embracer Group,440.141,482.021
777,Embracer Group,545.767,623.053
778,Embracer Group,414.895,675.625
779,Embracer Group,379.303,574.662
780,Embracer Group,359.859,548.660
781,Embracer Group,351.862,534.320
782,Embracer Group,443.507,420.085
783,Embracer Group,400.338,408.338
784,Embracer Group,358.924,582.572
785,Embracer Group,490.093,541.799
786,Embracer Group,553.754,631.911
787,Embracer Group,346.588,521.017
788,Embracer Group,365.322,458.629
789,Embracer Group,468.260,670.866
790,Embracer Group,500.331,595.828
791,Embracer Group,361.064,600.148
792,Embracer Group,604.374,588.542
793,Embracer Group,437.962,409.700
794,Embracer Group,555.459,515.412
795,Embracer Group,535.976,619.221
796,Embracer Group,544.556,531.090
797,Embracer Group,481.548,400.739
798,Embracer Group,491.743,552.820
799,Embracer Group,438.751,428.355
800,Embracer Group,434.884,476.604
801,Embracer Group,342.642,536.411
802,Embracer Group,415.084,550.027
803,Embracer Group,528.302,669.525
804,Embracer Group,546.296,481.536
805,Embracer Group,538.496,445.847
806,Embracer Group,573.865,479.720
807,Embracer Group,560.939,587.192
808,Embracer Group,592.617,556.098
809,Embracer Group,366.576,618.006
810,Embracer Group,456.665,479.266
811,Embracer Group,442.419,599.350
812,Embracer Group,475.121,671.593
813,Embracer Group,402.006,477.544
814,Embracer Group,605.003,600.893
815,Embracer Group,499.466,683.900
816,Embracer Group,369.526,631.643
817,Embracer Group,495.169,575.233
818,Embracer Group,484.035,674.410
819,Embracer Group,385.874,506.637
